domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-18.pddl,sas_plan.4.lama,MRR_OPSB,ATOM,OP_TYPES,1800000,2953,25100,1635277,865524,7699162,0,980,TIMEOUT,-1,-1
