domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-16.pddl,sas_plan.2.lama,MRR_OPSB,ATOM,OP_TYPES,1800000,5453,23382,1771006,584558,6490312,0,1365,TIMEOUT,-1,-1
