domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-39.pddl,sas_plan.1.lama,MRR_OPSB,ATOM,OP_TYPES,1800000,2435,9612,1787006,326328,3302547,0,312,TIMEOUT,-1,-1
