domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-32.pddl,sas_plan.2.lama,MR_OPSB,ATOM,OP_TYPES,1800000,1817,5004,55983551,118636,1308111,0,39,TIMEOUT,-1,-1
