domain_name, problem_name, plan_file, alg, acyc, asymm, time_limit, enc_time, prepro_time, maxsat_time, n_props, n_clauses, n_symm_props, n_symm_clauses, maxsat_result, pop_size, pop_flex
domain-10.pddl,instance-10.pddl,sas_plan.1.lama,MR_OPSB,ATOM,OP_TYPES,1800000,887,1493,54332898,7016,426981,0,24,OPTIMAL,1346,0.502
