domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-30.pddl,sas_plan.2.lama,MRR_OPSB,ATOM,OP_TYPES,1800000,3401,10874,1785006,400259,4015735,0,373,TIMEOUT,-1,-1
