domain_name, problem_name, plan_file, alg, acyc, asymm, time_limit, enc_time, prepro_time, maxsat_time, n_props, n_clauses, n_symm_props, n_symm_clauses, maxsat_result, pop_size, pop_flex
domain.pddl,instance-15.pddl,sas_plan.3.lama,MR_OPSB,ATOM,OP_TYPES,1800000,1187,807,1798010,17086,414171,0,21,SATISFIABLE,2363,0.022
