domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-17.pddl,sas_plan.1.lama,MR_OPSB,ATOM,OP_TYPES,1800000,7682,20554,77683,152953,6864458,0,48,MAXSAT_ERROR,-1,-1
