domain_name, problem_name, plan_file, alg, acyc, asymm, time_limit, enc_time, prepro_time, maxsat_time, n_props, n_clauses, n_symm_props, n_symm_clauses, maxsat_result, pop_size, pop_flex
domain-29.pddl,instance-29.pddl,sas_plan.4.lama,MR_OPSB,ATOM,OP_TYPES,1800000,973,588,504,6922,382756,0,0,OPTIMAL,632,0.753
