domain_name, problem_name, plan_file, alg, acyc, asymm, time_limit, enc_time, prepro_time, maxsat_time, n_props, n_clauses, n_symm_props, n_symm_clauses, maxsat_result, pop_size, pop_flex
domain.pddl,instance-37.pddl,sas_plan.3.lama,MR_OPSB,ATOM,OP_TYPES,1800000,1500,3221,1795065,79274,870849,0,15,SATISFIABLE,3321,0
