domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain.pddl,instance-8.pddl,sas_plan.4.lama,MRR_OPSB,ATOM,OP_TYPES,1800000,6460,40965,1694268,1198616,10475139,0,181,TIMEOUT,-1,-1
