domain_name, problem_name, plan_file, alg, acyc, asymm, time_limit, enc_time, prepro_time, maxsat_time, n_props, n_clauses, n_symm_props, n_symm_clauses, maxsat_result, pop_size, pop_flex
domain.pddl,instance-31.pddl,sas_plan.3.lama,MR_OPSB,ATOM,OP_TYPES,1800000,620,31,10,1236,18964,0,0,OPTIMAL,224,0.188
