domain_name,problem_name,plan_file,alg,acyc,asymm,time_limit,enc_time,prepro_time,maxsat_time,n_props,n_clauses,n_symm_props,n_symm_clauses,maxsat_result,pop_size,pop_flex,
domain-40.pddl,instance-40.pddl,sas_plan.2.lama,MRR_OPSB,ATOM,OP_TYPES,1800000,54700,88071,76818,155259,45592201,0,240,MAXSAT_ERROR,-1,-1
